,transaction_size,transaction_data
1247,58,Transaction 53
1248,26,Transaction 101
1249,73,Transaction 58
1250,35,Transaction 35
1251,86,Transaction 9
1252,2,Transaction 5
1253,42,Transaction 26
1254,49,Transaction 37
1255,51,Transaction 17
1256,64,Transaction 61
1257,93,Transaction 43
1258,66,Transaction 72
1259,61,Transaction 65
1260,34,Transaction 77
1261,16,Transaction 90
1262,40,Transaction 37
1263,3,Transaction 56
1264,98,Transaction 3
1265,85,Transaction 89
1266,44,Transaction 14
1267,21,Transaction 91
1268,39,Transaction 7
1269,64,Transaction 96
1270,13,Transaction 9
1271,13,Transaction 46
1272,53,Transaction 62
1273,3,Transaction 22
1274,99,Transaction 36
1275,100,Transaction 101
1276,7,Transaction 58
1277,90,Transaction 18
1278,2,Transaction 8
1279,31,Transaction 66
1280,94,Transaction 88
1281,96,Transaction 9
1282,28,Transaction 82
1283,99,Transaction 30
1284,67,Transaction 41
1285,51,Transaction 86
1286,73,Transaction 101
1287,93,Transaction 41
1288,5,Transaction 93
1289,71,Transaction 29
1290,77,Transaction 67
1291,52,Transaction 91
1292,46,Transaction 7
1293,23,Transaction 16
1294,58,Transaction 87
1295,52,Transaction 41
1296,75,Transaction 82
1297,22,Transaction 36
1298,56,Transaction 64
1299,90,Transaction 33
1300,7,Transaction 22
1301,81,Transaction 35
1302,80,Transaction 83
1303,58,Transaction 9
1304,49,Transaction 99
1305,60,Transaction 57
1306,32,Transaction 80
1307,25,Transaction 28
1308,83,Transaction 55
1309,42,Transaction 42
1310,5,Transaction 60
1311,22,Transaction 84
1312,15,Transaction 96
1313,15,Transaction 60
1314,19,Transaction 84
1315,40,Transaction 85
1316,25,Transaction 24
1317,88,Transaction 62
1318,32,Transaction 96
1319,21,Transaction 33
1320,46,Transaction 38
1321,70,Transaction 44
1322,23,Transaction 13
1323,10,Transaction 92
1324,26,Transaction 71
1325,72,Transaction 98
1326,53,Transaction 82
1327,90,Transaction 101
1328,65,Transaction 11
1329,48,Transaction 88
1330,46,Transaction 54
1331,57,Transaction 9
1332,62,Transaction 68
1333,4,Transaction 99
1334,22,Transaction 18
1335,63,Transaction 37
1336,82,Transaction 48
1337,57,Transaction 87
1338,55,Transaction 53
1339,57,Transaction 89
1340,14,Transaction 11
1341,45,Transaction 57
1342,15,Transaction 71
1343,49,Transaction 22
1344,44,Transaction 100
1345,29,Transaction 69
1346,93,Transaction 6
1347,30,Transaction 37
1348,95,Transaction 3
1349,33,Transaction 96
1350,75,Transaction 30
1351,33,Transaction 13
1352,64,Transaction 71
1353,30,Transaction 99
1354,85,Transaction 83
1355,90,Transaction 79
1356,95,Transaction 59
1357,63,Transaction 12
1358,37,Transaction 13
1359,21,Transaction 69
1360,60,Transaction 43
1361,75,Transaction 16
1362,3,Transaction 33
1363,8,Transaction 60
1364,14,Transaction 26
1365,59,Transaction 46
1366,20,Transaction 94
1367,12,Transaction 35
1368,43,Transaction 87
1369,65,Transaction 6
1370,40,Transaction 73
1371,87,Transaction 43
1372,52,Transaction 85
1373,49,Transaction 13
1374,79,Transaction 63
1375,87,Transaction 37
1376,70,Transaction 75
1377,74,Transaction 37
1378,48,Transaction 6
1379,87,Transaction 75
1380,25,Transaction 43
1381,81,Transaction 62
1382,75,Transaction 43
1383,50,Transaction 87
1384,27,Transaction 37
1385,25,Transaction 101
1386,86,Transaction 53
1387,88,Transaction 3
1388,98,Transaction 20
1389,34,Transaction 5
1390,74,Transaction 72
1391,15,Transaction 96
1392,97,Transaction 26
1393,51,Transaction 75
1394,10,Transaction 79
1395,94,Transaction 93
1396,83,Transaction 54
1397,79,Transaction 38
1398,26,Transaction 52
1399,18,Transaction 5
1400,57,Transaction 2
1401,18,Transaction 74
1402,52,Transaction 81
1403,63,Transaction 68
1404,18,Transaction 96
1405,63,Transaction 29
1406,36,Transaction 86
1407,81,Transaction 75
1408,91,Transaction 68
1409,32,Transaction 83
1410,46,Transaction 50
1411,82,Transaction 77
1412,8,Transaction 3
1413,46,Transaction 65
1414,7,Transaction 61
1415,10,Transaction 81
1416,50,Transaction 32
1417,59,Transaction 86
1418,61,Transaction 94
1419,57,Transaction 36
1420,28,Transaction 47
1421,96,Transaction 67
1422,27,Transaction 49
1423,32,Transaction 69
1424,37,Transaction 11
1425,76,Transaction 52
1426,41,Transaction 51
1427,100,Transaction 16
1428,34,Transaction 8
1429,42,Transaction 65
1430,55,Transaction 13
1431,76,Transaction 45
1432,33,Transaction 71
1433,62,Transaction 20
1434,74,Transaction 4
1435,1,Transaction 98
1436,19,Transaction 101
1437,75,Transaction 75
1438,2,Transaction 3
1439,91,Transaction 75
1440,15,Transaction 40
1441,87,Transaction 77
1442,50,Transaction 48
1443,51,Transaction 74
1444,3,Transaction 96
1445,21,Transaction 15
1446,32,Transaction 93
1447,37,Transaction 100
1448,5,Transaction 95
1449,83,Transaction 89
1450,57,Transaction 73
1451,100,Transaction 78
1452,35,Transaction 46
1453,54,Transaction 33
1454,85,Transaction 73
1455,10,Transaction 62
1456,69,Transaction 28
1457,96,Transaction 37
1458,53,Transaction 80
1459,97,Transaction 10
1460,62,Transaction 77
1461,62,Transaction 14
1462,87,Transaction 77
1463,83,Transaction 52
1464,62,Transaction 93
1465,90,Transaction 70
1466,12,Transaction 97
1467,60,Transaction 2
1468,94,Transaction 55
1469,12,Transaction 80
1470,20,Transaction 38
1471,84,Transaction 28
1472,63,Transaction 97
1473,11,Transaction 5
1474,10,Transaction 99
1475,35,Transaction 43
1476,81,Transaction 13
1477,36,Transaction 86
1478,99,Transaction 25
1479,43,Transaction 56
1480,77,Transaction 47
1481,85,Transaction 16
1482,44,Transaction 63
1483,100,Transaction 53
1484,52,Transaction 101
1485,43,Transaction 82
1486,63,Transaction 86
1487,36,Transaction 72
1488,57,Transaction 25
1489,89,Transaction 5
1490,44,Transaction 93
1491,20,Transaction 20
1492,64,Transaction 27
1493,41,Transaction 8
1494,65,Transaction 95
1495,23,Transaction 86
1496,41,Transaction 44
1497,26,Transaction 90
1498,43,Transaction 4
1499,20,Transaction 66
1500,74,Transaction 83
1501,85,Transaction 96
1502,34,Transaction 2
1503,28,Transaction 19
1504,70,Transaction 76
1505,10,Transaction 10
1506,73,Transaction 19
1507,39,Transaction 97
1508,84,Transaction 91
1509,72,Transaction 63
1510,90,Transaction 99
1511,34,Transaction 88
1512,42,Transaction 23
1513,24,Transaction 97
1514,9,Transaction 17
1515,60,Transaction 29
1516,29,Transaction 73
1517,88,Transaction 17
1518,91,Transaction 5
1519,84,Transaction 31
1520,57,Transaction 48
1521,4,Transaction 47
1522,12,Transaction 15
1523,72,Transaction 73
1524,6,Transaction 46
1525,8,Transaction 74
1526,42,Transaction 37
1527,13,Transaction 45
1528,4,Transaction 21
1529,24,Transaction 32
1530,84,Transaction 45
1531,15,Transaction 98
1532,33,Transaction 2
1533,58,Transaction 94
1534,24,Transaction 38
1535,34,Transaction 98
1536,60,Transaction 56
1537,73,Transaction 90
1538,64,Transaction 37
1539,96,Transaction 6
1540,63,Transaction 46
1541,59,Transaction 69
1542,49,Transaction 77
1543,77,Transaction 95
1544,26,Transaction 49
1545,88,Transaction 40
1546,23,Transaction 56
1547,100,Transaction 11
1548,61,Transaction 59
1549,51,Transaction 87
1550,92,Transaction 46
1551,63,Transaction 33
1552,2,Transaction 16
1553,98,Transaction 86
1554,3,Transaction 78
1555,73,Transaction 24
1556,70,Transaction 94
1557,10,Transaction 15
1558,71,Transaction 16
1559,45,Transaction 42
1560,3,Transaction 43
1561,79,Transaction 81
1562,33,Transaction 84
1563,26,Transaction 69
1564,21,Transaction 40
1565,19,Transaction 95
1566,91,Transaction 96
1567,56,Transaction 40
1568,36,Transaction 58
1569,87,Transaction 80
1570,91,Transaction 45
1571,15,Transaction 12
1572,75,Transaction 42
1573,73,Transaction 60
1574,12,Transaction 53
1575,69,Transaction 20
1576,61,Transaction 27
1577,45,Transaction 67
1578,4,Transaction 27
1579,65,Transaction 33
1580,69,Transaction 33
1581,92,Transaction 56
1582,23,Transaction 96
1583,33,Transaction 96
1584,56,Transaction 30
1585,22,Transaction 11
1586,50,Transaction 80
1587,69,Transaction 82
1588,54,Transaction 31
1589,15,Transaction 99
1590,88,Transaction 41
1591,32,Transaction 33
1592,77,Transaction 67
1593,82,Transaction 86
1594,49,Transaction 49
1595,49,Transaction 12
1596,66,Transaction 7
1597,2,Transaction 87
1598,12,Transaction 25
1599,13,Transaction 51
1600,42,Transaction 93
1601,82,Transaction 20
1602,100,Transaction 45
1603,40,Transaction 4
1604,35,Transaction 41
1605,39,Transaction 99
1606,69,Transaction 20
1607,54,Transaction 53
1608,39,Transaction 78
1609,63,Transaction 89
1610,60,Transaction 53
1611,76,Transaction 87
1612,25,Transaction 76
1613,19,Transaction 3
1614,45,Transaction 63
1615,19,Transaction 4
1616,17,Transaction 72
1617,36,Transaction 98
1618,34,Transaction 96
1619,86,Transaction 3
1620,65,Transaction 70
1621,38,Transaction 62
1622,33,Transaction 73
1623,80,Transaction 88
1624,25,Transaction 3
1625,31,Transaction 46
1626,13,Transaction 28
1627,93,Transaction 63
1628,49,Transaction 31
1629,98,Transaction 35
1630,78,Transaction 4
1631,94,Transaction 89
1632,72,Transaction 68
1633,30,Transaction 16
1634,69,Transaction 3
1635,93,Transaction 77
1636,74,Transaction 62
1637,54,Transaction 62
1638,22,Transaction 78
1639,2,Transaction 23
1640,91,Transaction 11
1641,48,Transaction 17
1642,5,Transaction 71
1643,34,Transaction 57
1644,5,Transaction 80
1645,18,Transaction 36
1646,66,Transaction 96
1647,86,Transaction 60
1648,13,Transaction 93
1649,56,Transaction 75
1650,39,Transaction 77
1651,6,Transaction 77
1652,40,Transaction 25
1653,100,Transaction 50
1654,35,Transaction 14
1655,66,Transaction 26
1656,21,Transaction 19
1657,33,Transaction 53
1658,97,Transaction 85
1659,88,Transaction 16
1660,100,Transaction 100
1661,15,Transaction 99
1662,41,Transaction 15
1663,85,Transaction 95
1664,19,Transaction 20
1665,40,Transaction 6
1666,80,Transaction 19
1667,52,Transaction 20
1668,44,Transaction 17
1669,17,Transaction 48
1670,27,Transaction 42
1671,42,Transaction 55
1672,95,Transaction 100
1673,65,Transaction 47
1674,75,Transaction 41
1675,36,Transaction 52
1676,27,Transaction 15
1677,55,Transaction 14
1678,40,Transaction 83
1679,94,Transaction 53
1680,36,Transaction 6
1681,37,Transaction 47
1682,8,Transaction 82
1683,68,Transaction 81
1684,56,Transaction 50
1685,19,Transaction 79
1686,75,Transaction 14
1687,76,Transaction 76
1688,39,Transaction 15
1689,48,Transaction 91
1690,89,Transaction 56
1691,91,Transaction 69
1692,53,Transaction 15
1693,92,Transaction 24
1694,39,Transaction 101
1695,70,Transaction 89
1696,11,Transaction 46
1697,74,Transaction 58
1698,45,Transaction 20
1699,79,Transaction 80
1700,38,Transaction 45
1701,75,Transaction 34
1702,78,Transaction 12
1703,67,Transaction 86
1704,38,Transaction 14
1705,61,Transaction 13
1706,84,Transaction 71
1707,94,Transaction 17
1708,80,Transaction 72
1709,17,Transaction 27
1710,28,Transaction 47
1711,11,Transaction 58
1712,54,Transaction 64
1713,14,Transaction 85
1714,23,Transaction 68
1715,100,Transaction 46
1716,80,Transaction 91
1717,13,Transaction 22
1718,61,Transaction 13
1719,52,Transaction 38
1720,23,Transaction 25
1721,50,Transaction 7
1722,28,Transaction 38
1723,41,Transaction 16
1724,96,Transaction 77
1725,28,Transaction 6
1726,19,Transaction 6
1727,27,Transaction 25
1728,6,Transaction 49
1729,66,Transaction 79
1730,29,Transaction 79
1731,54,Transaction 30
1732,96,Transaction 14
1733,28,Transaction 87
1734,28,Transaction 82
1735,2,Transaction 91
1736,37,Transaction 71
1737,41,Transaction 19
1738,28,Transaction 85
1739,95,Transaction 31
1740,41,Transaction 70
1741,71,Transaction 3
1742,42,Transaction 26
1743,81,Transaction 3
1744,9,Transaction 26
1745,69,Transaction 55
1746,83,Transaction 100
1747,30,Transaction 27
1748,89,Transaction 74
1749,14,Transaction 98
1750,30,Transaction 43
1751,96,Transaction 86
1752,74,Transaction 19
1753,11,Transaction 51
1754,20,Transaction 69
1755,19,Transaction 35
1756,7,Transaction 17
1757,32,Transaction 72
1758,51,Transaction 48
1759,49,Transaction 51
1760,34,Transaction 80
1761,72,Transaction 21
1762,92,Transaction 99
1763,69,Transaction 84
1764,68,Transaction 62
1765,43,Transaction 44
1766,56,Transaction 88
1767,79,Transaction 6
1768,100,Transaction 44
1769,36,Transaction 5
1770,72,Transaction 38
1771,88,Transaction 43
1772,91,Transaction 31
1773,11,Transaction 65
1774,53,Transaction 99
1775,96,Transaction 85
1776,44,Transaction 68
1777,20,Transaction 2
1778,43,Transaction 37
1779,24,Transaction 34
1780,46,Transaction 44
1781,71,Transaction 61
1782,54,Transaction 63
1783,86,Transaction 16
1784,69,Transaction 69
1785,36,Transaction 27
1786,10,Transaction 3
1787,74,Transaction 84
1788,71,Transaction 9
1789,22,Transaction 3
1790,25,Transaction 9
1791,33,Transaction 83
1792,33,Transaction 53
1793,63,Transaction 95
1794,30,Transaction 25
1795,56,Transaction 84
1796,63,Transaction 2
1797,74,Transaction 93
1798,35,Transaction 67
1799,42,Transaction 7
1800,93,Transaction 6
1801,70,Transaction 96
1802,92,Transaction 41
1803,39,Transaction 33
1804,60,Transaction 83
1805,40,Transaction 66
1806,5,Transaction 6
1807,80,Transaction 30
1808,17,Transaction 47
1809,50,Transaction 100
1810,16,Transaction 25
1811,75,Transaction 85
1812,22,Transaction 3
1813,73,Transaction 62
1814,57,Transaction 24
1815,92,Transaction 59
1816,35,Transaction 72
1817,91,Transaction 29
1818,80,Transaction 47
1819,15,Transaction 57
1820,49,Transaction 35
1821,5,Transaction 12
1822,94,Transaction 13
1823,40,Transaction 72
1824,79,Transaction 70
1825,13,Transaction 33
1826,18,Transaction 101
1827,41,Transaction 58
1828,38,Transaction 76
1829,65,Transaction 88
1830,69,Transaction 13
1831,62,Transaction 90
1832,74,Transaction 95
1833,94,Transaction 97
1834,20,Transaction 31
1835,96,Transaction 34
1836,72,Transaction 11
1837,47,Transaction 29
1838,60,Transaction 33
1839,74,Transaction 85
1840,95,Transaction 29
1841,79,Transaction 63
1842,96,Transaction 33
1843,55,Transaction 45
1844,77,Transaction 90
1845,58,Transaction 80
1846,49,Transaction 63
1847,99,Transaction 41
1848,94,Transaction 25
1849,58,Transaction 29
1850,17,Transaction 61
1851,7,Transaction 26
1852,21,Transaction 30
1853,25,Transaction 88
1854,77,Transaction 98
1855,92,Transaction 50
1856,78,Transaction 78
1857,100,Transaction 29
1858,16,Transaction 9
1859,73,Transaction 81
1860,79,Transaction 35
1861,24,Transaction 63
1862,29,Transaction 10
1863,6,Transaction 15
1864,6,Transaction 66
1865,16,Transaction 86
1866,44,Transaction 48
1867,100,Transaction 51
1868,95,Transaction 95
1869,76,Transaction 73
1870,83,Transaction 58
1871,35,Transaction 75
1872,1,Transaction 87
1873,69,Transaction 9
1874,26,Transaction 68
1875,69,Transaction 24
1876,26,Transaction 56
1877,2,Transaction 82
1878,20,Transaction 82
1879,12,Transaction 12
1880,10,Transaction 14
1881,42,Transaction 60
1882,1,Transaction 21
1883,30,Transaction 36
1884,94,Transaction 75
1885,14,Transaction 48
1886,24,Transaction 34
1887,36,Transaction 59
1888,93,Transaction 52
1889,43,Transaction 41
1890,85,Transaction 82
1891,35,Transaction 72
1892,21,Transaction 93
1893,37,Transaction 98
1894,5,Transaction 78
1895,24,Transaction 68
1896,86,Transaction 100
1897,69,Transaction 48
1898,72,Transaction 33
1899,72,Transaction 65
1900,83,Transaction 48
1901,87,Transaction 12
1902,48,Transaction 30
1903,59,Transaction 20
1904,71,Transaction 87
1905,9,Transaction 24
1906,67,Transaction 88
1907,100,Transaction 80
1908,82,Transaction 99
1909,44,Transaction 57
1910,11,Transaction 69
1911,47,Transaction 66
1912,76,Transaction 10
1913,70,Transaction 30
1914,79,Transaction 83
1915,86,Transaction 96
1916,28,Transaction 89
1917,30,Transaction 63
1918,98,Transaction 56
1919,82,Transaction 84
1920,98,Transaction 71
1921,76,Transaction 55
1922,22,Transaction 92
1923,49,Transaction 11
1924,32,Transaction 62
1925,55,Transaction 34
1926,69,Transaction 19
1927,3,Transaction 98
1928,32,Transaction 51
1929,19,Transaction 59
1930,28,Transaction 66
1931,74,Transaction 100
1932,90,Transaction 47
1933,65,Transaction 5
1934,12,Transaction 98
1935,87,Transaction 74
1936,2,Transaction 37
1937,71,Transaction 65
1938,61,Transaction 92
1939,51,Transaction 17
1940,14,Transaction 76
1941,41,Transaction 20
1942,95,Transaction 32
1943,23,Transaction 81
1944,40,Transaction 51
1945,43,Transaction 57
1946,62,Transaction 89
1947,42,Transaction 77
1948,27,Transaction 40
1949,56,Transaction 8
1950,91,Transaction 56
1951,68,Transaction 72
1952,16,Transaction 76
1953,48,Transaction 42
1954,58,Transaction 101
1955,13,Transaction 20
1956,66,Transaction 34
1957,70,Transaction 79
1958,48,Transaction 11
1959,89,Transaction 44
1960,73,Transaction 31
1961,12,Transaction 77
1962,68,Transaction 55
1963,31,Transaction 53
1964,100,Transaction 55
1965,56,Transaction 98
1966,45,Transaction 80
1967,41,Transaction 8
1968,62,Transaction 68
1969,61,Transaction 100
1970,29,Transaction 90
1971,66,Transaction 65
1972,18,Transaction 66
1973,62,Transaction 86
1974,13,Transaction 36
1975,70,Transaction 77
1976,80,Transaction 62
1977,54,Transaction 66
1978,98,Transaction 91
1979,17,Transaction 45
1980,77,Transaction 96
1981,71,Transaction 43
1982,19,Transaction 93
1983,94,Transaction 27
1984,25,Transaction 83
1985,92,Transaction 69
1986,6,Transaction 8
1987,47,Transaction 25
1988,73,Transaction 4
1989,13,Transaction 96
1990,64,Transaction 21
1991,29,Transaction 27
1992,98,Transaction 90
1993,95,Transaction 30
1994,47,Transaction 40
1995,36,Transaction 77
1996,86,Transaction 45
1997,68,Transaction 39
1998,89,Transaction 35
1999,89,Transaction 78
2000,79,Transaction 9
2001,2,Transaction 51
2002,36,Transaction 27
2003,7,Transaction 39
2004,73,Transaction 59
2005,56,Transaction 64
2006,97,Transaction 28
2007,43,Transaction 78
2008,56,Transaction 29
2009,12,Transaction 6
2010,1,Transaction 70
2011,10,Transaction 40
2012,61,Transaction 52
2013,49,Transaction 82
